"","X.x","site_no.x","dateTime","Flow_Inst.x","Site.x","Cat.x","X.y","site_no.y","Flow_Inst.y","Site.y","Cat.y","X.x.x","site_no.x.x","Flow_Inst.x.x","Site.x.x","Cat.x.x","X.y.y","site_no.y.y","Flow_Inst.y.y","Site.y.y","Cat.y.y"
"419",419,13185000,"2019-01-21 06:15:00",538,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4831,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9507,13211205,631,"BOISE RIVER AT CALDWELL, ID ","Managed",14163,13213000,917,"BOISE RIVER NR PARMA ID ","Managed"
"420",420,13185000,"2019-01-21 06:30:00",538,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4832,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9508,13211205,636,"BOISE RIVER AT CALDWELL, ID ","Managed",14164,13213000,911,"BOISE RIVER NR PARMA ID ","Managed"
"421",421,13185000,"2019-01-21 06:45:00",538,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4833,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9509,13211205,631,"BOISE RIVER AT CALDWELL, ID ","Managed",14165,13213000,911,"BOISE RIVER NR PARMA ID ","Managed"
"422",422,13185000,"2019-01-21 07:00:00",538,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4834,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9510,13211205,636,"BOISE RIVER AT CALDWELL, ID ","Managed",14166,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"423",423,13185000,"2019-01-21 07:15:00",538,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4835,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9511,13211205,636,"BOISE RIVER AT CALDWELL, ID ","Managed",14167,13213000,911,"BOISE RIVER NR PARMA ID ","Managed"
"424",424,13185000,"2019-01-21 07:30:00",542,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4836,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9512,13211205,636,"BOISE RIVER AT CALDWELL, ID ","Managed",14168,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"425",425,13185000,"2019-01-21 07:45:00",542,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4837,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9513,13211205,636,"BOISE RIVER AT CALDWELL, ID ","Managed",14169,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"426",426,13185000,"2019-01-21 08:00:00",542,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4838,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9514,13211205,631,"BOISE RIVER AT CALDWELL, ID ","Managed",14170,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"427",427,13185000,"2019-01-21 08:15:00",542,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4839,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9515,13211205,636,"BOISE RIVER AT CALDWELL, ID ","Managed",14171,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"428",428,13185000,"2019-01-21 08:30:00",538,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4840,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9516,13211205,631,"BOISE RIVER AT CALDWELL, ID ","Managed",14172,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"429",429,13185000,"2019-01-21 08:45:00",542,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4841,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9517,13211205,636,"BOISE RIVER AT CALDWELL, ID ","Managed",14173,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"430",430,13185000,"2019-01-21 09:00:00",547,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4842,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9518,13211205,636,"BOISE RIVER AT CALDWELL, ID ","Managed",14174,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"431",431,13185000,"2019-01-21 09:15:00",542,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4843,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9519,13211205,631,"BOISE RIVER AT CALDWELL, ID ","Managed",14175,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"432",432,13185000,"2019-01-21 09:30:00",542,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4844,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9520,13211205,631,"BOISE RIVER AT CALDWELL, ID ","Managed",14176,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"433",433,13185000,"2019-01-21 09:45:00",547,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4845,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9521,13211205,631,"BOISE RIVER AT CALDWELL, ID ","Managed",14177,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"434",434,13185000,"2019-01-21 10:00:00",542,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4846,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9522,13211205,631,"BOISE RIVER AT CALDWELL, ID ","Managed",14178,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"435",435,13185000,"2019-01-21 10:15:00",547,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4847,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9523,13211205,631,"BOISE RIVER AT CALDWELL, ID ","Managed",14179,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"436",436,13185000,"2019-01-21 10:30:00",547,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4848,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9524,13211205,631,"BOISE RIVER AT CALDWELL, ID ","Managed",14180,13213000,893,"BOISE RIVER NR PARMA ID ","Managed"
"437",437,13185000,"2019-01-21 10:45:00",552,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4849,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9525,13211205,631,"BOISE RIVER AT CALDWELL, ID ","Managed",14181,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"438",438,13185000,"2019-01-21 11:00:00",552,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4850,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9526,13211205,631,"BOISE RIVER AT CALDWELL, ID ","Managed",14182,13213000,893,"BOISE RIVER NR PARMA ID ","Managed"
"439",439,13185000,"2019-01-21 11:15:00",552,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4851,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9527,13211205,626,"BOISE RIVER AT CALDWELL, ID ","Managed",14183,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"440",440,13185000,"2019-01-21 11:30:00",552,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4852,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9528,13211205,631,"BOISE RIVER AT CALDWELL, ID ","Managed",14184,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"441",441,13185000,"2019-01-21 11:45:00",552,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4853,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9529,13211205,626,"BOISE RIVER AT CALDWELL, ID ","Managed",14185,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"442",442,13185000,"2019-01-21 12:00:00",557,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4854,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9530,13211205,631,"BOISE RIVER AT CALDWELL, ID ","Managed",14186,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"443",443,13185000,"2019-01-21 12:15:00",557,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4855,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9531,13211205,626,"BOISE RIVER AT CALDWELL, ID ","Managed",14187,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"444",444,13185000,"2019-01-21 12:30:00",557,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4856,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9532,13211205,626,"BOISE RIVER AT CALDWELL, ID ","Managed",14188,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"445",445,13185000,"2019-01-21 12:45:00",557,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4857,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9533,13211205,626,"BOISE RIVER AT CALDWELL, ID ","Managed",14189,13213000,893,"BOISE RIVER NR PARMA ID ","Managed"
"446",446,13185000,"2019-01-21 13:00:00",557,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4858,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9534,13211205,626,"BOISE RIVER AT CALDWELL, ID ","Managed",14190,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"447",447,13185000,"2019-01-21 13:15:00",557,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4859,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9535,13211205,626,"BOISE RIVER AT CALDWELL, ID ","Managed",14191,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"448",448,13185000,"2019-01-21 13:30:00",561,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4860,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9536,13211205,626,"BOISE RIVER AT CALDWELL, ID ","Managed",14192,13213000,893,"BOISE RIVER NR PARMA ID ","Managed"
"449",449,13185000,"2019-01-21 13:45:00",552,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4861,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9537,13211205,621,"BOISE RIVER AT CALDWELL, ID ","Managed",14193,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"450",450,13185000,"2019-01-21 14:00:00",552,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4862,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9538,13211205,621,"BOISE RIVER AT CALDWELL, ID ","Managed",14194,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"451",451,13185000,"2019-01-21 14:15:00",552,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4863,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9539,13211205,621,"BOISE RIVER AT CALDWELL, ID ","Managed",14195,13213000,893,"BOISE RIVER NR PARMA ID ","Managed"
"452",452,13185000,"2019-01-21 14:30:00",552,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4864,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9540,13211205,621,"BOISE RIVER AT CALDWELL, ID ","Managed",14196,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"453",453,13185000,"2019-01-21 14:45:00",552,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4865,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9541,13211205,621,"BOISE RIVER AT CALDWELL, ID ","Managed",14197,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"454",454,13185000,"2019-01-21 15:00:00",552,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4866,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9542,13211205,616,"BOISE RIVER AT CALDWELL, ID ","Managed",14198,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"455",455,13185000,"2019-01-21 15:15:00",552,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4867,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9543,13211205,621,"BOISE RIVER AT CALDWELL, ID ","Managed",14199,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"456",456,13185000,"2019-01-21 15:30:00",552,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4868,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9544,13211205,611,"BOISE RIVER AT CALDWELL, ID ","Managed",14200,13213000,911,"BOISE RIVER NR PARMA ID ","Managed"
"457",457,13185000,"2019-01-21 15:45:00",552,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4869,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9545,13211205,616,"BOISE RIVER AT CALDWELL, ID ","Managed",14201,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"458",458,13185000,"2019-01-21 16:00:00",552,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4870,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9546,13211205,616,"BOISE RIVER AT CALDWELL, ID ","Managed",14202,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"459",459,13185000,"2019-01-21 16:15:00",547,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4871,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9547,13211205,616,"BOISE RIVER AT CALDWELL, ID ","Managed",14203,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"460",460,13185000,"2019-01-21 16:30:00",547,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4872,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9548,13211205,611,"BOISE RIVER AT CALDWELL, ID ","Managed",14204,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"461",461,13185000,"2019-01-21 16:45:00",547,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4873,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9549,13211205,611,"BOISE RIVER AT CALDWELL, ID ","Managed",14205,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"462",462,13185000,"2019-01-21 17:00:00",552,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4874,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9550,13211205,611,"BOISE RIVER AT CALDWELL, ID ","Managed",14206,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"463",463,13185000,"2019-01-21 17:15:00",542,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4875,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9551,13211205,611,"BOISE RIVER AT CALDWELL, ID ","Managed",14207,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"464",464,13185000,"2019-01-21 17:30:00",542,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4876,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9552,13211205,611,"BOISE RIVER AT CALDWELL, ID ","Managed",14208,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"465",465,13185000,"2019-01-21 17:45:00",542,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4877,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9553,13211205,606,"BOISE RIVER AT CALDWELL, ID ","Managed",14209,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"466",466,13185000,"2019-01-21 18:00:00",538,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4878,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9554,13211205,606,"BOISE RIVER AT CALDWELL, ID ","Managed",14210,13213000,893,"BOISE RIVER NR PARMA ID ","Managed"
"467",467,13185000,"2019-01-21 18:15:00",538,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4879,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9555,13211205,606,"BOISE RIVER AT CALDWELL, ID ","Managed",14211,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"468",468,13185000,"2019-01-21 18:30:00",538,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4880,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9556,13211205,606,"BOISE RIVER AT CALDWELL, ID ","Managed",14212,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"469",469,13185000,"2019-01-21 18:45:00",538,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4881,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9557,13211205,606,"BOISE RIVER AT CALDWELL, ID ","Managed",14213,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"470",470,13185000,"2019-01-21 19:00:00",538,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4882,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9558,13211205,606,"BOISE RIVER AT CALDWELL, ID ","Managed",14214,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"471",471,13185000,"2019-01-21 19:15:00",533,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4883,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9559,13211205,601,"BOISE RIVER AT CALDWELL, ID ","Managed",14215,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"472",472,13185000,"2019-01-21 19:30:00",533,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4884,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9560,13211205,601,"BOISE RIVER AT CALDWELL, ID ","Managed",14216,13213000,893,"BOISE RIVER NR PARMA ID ","Managed"
"473",473,13185000,"2019-01-21 19:45:00",533,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4885,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9561,13211205,601,"BOISE RIVER AT CALDWELL, ID ","Managed",14217,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"474",474,13185000,"2019-01-21 20:00:00",533,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4886,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9562,13211205,601,"BOISE RIVER AT CALDWELL, ID ","Managed",14218,13213000,893,"BOISE RIVER NR PARMA ID ","Managed"
"475",475,13185000,"2019-01-21 20:15:00",528,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4887,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9563,13211205,596,"BOISE RIVER AT CALDWELL, ID ","Managed",14219,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"476",476,13185000,"2019-01-21 20:30:00",528,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4888,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9564,13211205,596,"BOISE RIVER AT CALDWELL, ID ","Managed",14220,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"477",477,13185000,"2019-01-21 20:45:00",528,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4889,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9565,13211205,596,"BOISE RIVER AT CALDWELL, ID ","Managed",14221,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"478",478,13185000,"2019-01-21 21:00:00",528,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4890,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9566,13211205,596,"BOISE RIVER AT CALDWELL, ID ","Managed",14222,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"479",479,13185000,"2019-01-21 21:15:00",528,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4891,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9567,13211205,596,"BOISE RIVER AT CALDWELL, ID ","Managed",14223,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"480",480,13185000,"2019-01-21 21:30:00",524,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4892,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9568,13211205,591,"BOISE RIVER AT CALDWELL, ID ","Managed",14224,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"481",481,13185000,"2019-01-21 21:45:00",524,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4893,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9569,13211205,591,"BOISE RIVER AT CALDWELL, ID ","Managed",14225,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"482",482,13185000,"2019-01-21 22:00:00",524,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4894,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9570,13211205,591,"BOISE RIVER AT CALDWELL, ID ","Managed",14226,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"483",483,13185000,"2019-01-21 22:15:00",524,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4895,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9571,13211205,586,"BOISE RIVER AT CALDWELL, ID ","Managed",14227,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"484",484,13185000,"2019-01-21 22:30:00",524,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4896,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9572,13211205,586,"BOISE RIVER AT CALDWELL, ID ","Managed",14228,13213000,905,"BOISE RIVER NR PARMA ID ","Managed"
"485",485,13185000,"2019-01-21 22:45:00",524,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4897,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9573,13211205,586,"BOISE RIVER AT CALDWELL, ID ","Managed",14229,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"486",486,13185000,"2019-01-21 23:00:00",519,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4898,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9574,13211205,586,"BOISE RIVER AT CALDWELL, ID ","Managed",14230,13213000,899,"BOISE RIVER NR PARMA ID ","Managed"
"487",487,13185000,"2019-01-21 23:15:00",519,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4899,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9575,13211205,586,"BOISE RIVER AT CALDWELL, ID ","Managed",14231,13213000,893,"BOISE RIVER NR PARMA ID ","Managed"
"488",488,13185000,"2019-01-21 23:30:00",519,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4900,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9576,13211205,581,"BOISE RIVER AT CALDWELL, ID ","Managed",14232,13213000,893,"BOISE RIVER NR PARMA ID ","Managed"
"489",489,13185000,"2019-01-21 23:45:00",515,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4901,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9577,13211205,581,"BOISE RIVER AT CALDWELL, ID ","Managed",14233,13213000,893,"BOISE RIVER NR PARMA ID ","Managed"
"490",490,13185000,"2019-01-22 00:00:00",519,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4902,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9578,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",14234,13213000,893,"BOISE RIVER NR PARMA ID ","Managed"
"491",491,13185000,"2019-01-22 00:15:00",515,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4903,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9579,13211205,581,"BOISE RIVER AT CALDWELL, ID ","Managed",14235,13213000,893,"BOISE RIVER NR PARMA ID ","Managed"
"492",492,13185000,"2019-01-22 00:30:00",510,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4904,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9580,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",14236,13213000,893,"BOISE RIVER NR PARMA ID ","Managed"
"493",493,13185000,"2019-01-22 00:45:00",515,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4905,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9581,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",14237,13213000,893,"BOISE RIVER NR PARMA ID ","Managed"
"494",494,13185000,"2019-01-22 01:00:00",510,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4906,13206000,258,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9582,13211205,581,"BOISE RIVER AT CALDWELL, ID ","Managed",14238,13213000,893,"BOISE RIVER NR PARMA ID ","Managed"
"495",495,13185000,"2019-01-22 01:15:00",515,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4907,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9583,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",14239,13213000,887,"BOISE RIVER NR PARMA ID ","Managed"
"496",496,13185000,"2019-01-22 01:30:00",510,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4908,13206000,254,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9584,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",14240,13213000,887,"BOISE RIVER NR PARMA ID ","Managed"
"497",497,13185000,"2019-01-22 01:45:00",515,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4909,13206000,258,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9585,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",14241,13213000,887,"BOISE RIVER NR PARMA ID ","Managed"
"498",498,13185000,"2019-01-22 02:00:00",515,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4910,13206000,258,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9586,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",14242,13213000,881,"BOISE RIVER NR PARMA ID ","Managed"
"499",499,13185000,"2019-01-22 02:15:00",510,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4911,13206000,258,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9587,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",14243,13213000,881,"BOISE RIVER NR PARMA ID ","Managed"
